"field_name","note","field_keys","field_values","table"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","339091","PRT-CROSSING GUARDS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","339093","PRT-TRANSPORTATION SECURITY SCREENERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","33909X","PRT-LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","351011","EAT-CHEFS AND HEAD COOKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","351012","EAT-FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","352010","EAT-COOKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","352021","EAT-FOOD PREPARATION WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","353011","EAT-BARTENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","353021","EAT-COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","353022","EAT-COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","353031","EAT-WAITERS AND WAITRESSES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","353041","EAT-FOOD SERVERS, NONRESTAURANT","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","3590XX","EAT-MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","359021","EAT-DISHWASHERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","359031","EAT-HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","371011","CLN-FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","371012","CLN-FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","37201X","CLN-JANITORS AND BUILDING CLEANERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","372012","CLN-MAIDS AND HOUSEKEEPING CLEANERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","372021","CLN-PEST CONTROL WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","373010","CLN-GROUNDS MAINTENANCE WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","391010","PRS-FIRST-LINE SUPERVISORS OF GAMING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","391021","PRS-FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","392011","PRS-ANIMAL TRAINERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","392021","PRS-NONFARM ANIMAL CARETAKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","393010","PRS-GAMING SERVICES WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","393021","PRS-MOTION PICTURE PROJECTIONISTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","393031","PRS-USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","393090","PRS-MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","394031","PRS-MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","3940XX","PRS-EMBALMERS AND FUNERAL ATTENDANTS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","395011","PRS-BARBERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","395012","PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","395090","PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","396010","PRS-BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","397010","PRS-TOUR AND TRAVEL GUIDES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","399011","PRS-CHILDCARE WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","399021","PRS-PERSONAL CARE AIDES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","399030","PRS-RECREATION AND FITNESS WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","399041","PRS-RESIDENTIAL ADVISORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","399099","PRS-PERSONAL CARE AND SERVICE WORKERS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","411011","SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","411012","SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","412010","SAL-CASHIERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","412021","SAL-COUNTER AND RENTAL CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","412022","SAL-PARTS SALESPERSONS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","412031","SAL-RETAIL SALESPERSONS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","413011","SAL-ADVERTISING SALES AGENTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","413021","SAL-INSURANCE SALES AGENTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","413031","SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","413041","SAL-TRAVEL AGENTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","413099","SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","414010","SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","419010","SAL-MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","419020","SAL-REAL ESTATE BROKERS AND SALES AGENTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","419031","SAL-SALES ENGINEERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","419041","SAL-TELEMARKETERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","419091","SAL-DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","419099","SAL-SALES AND RELATED WORKERS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","431011","OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","432011","OFF-SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","432021","OFF-TELEPHONE OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","432099","OFF-COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433011","OFF-BILL AND ACCOUNT COLLECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433021","OFF-BILLING AND POSTING CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433031","OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433041","OFF-GAMING CAGE WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433051","OFF-PAYROLL AND TIMEKEEPING CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433061","OFF-PROCUREMENT CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433071","OFF-TELLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","433099","OFF-FINANCIAL CLERKS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434011","OFF-BROKERAGE CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434031","OFF-COURT, MUNICIPAL, AND LICENSE CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434041","OFF-CREDIT AUTHORIZERS, CHECKERS, AND CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434051","OFF-CUSTOMER SERVICE REPRESENTATIVES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434061","OFF-ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434071","OFF-FILE CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434081","OFF-HOTEL, MOTEL, AND RESORT DESK CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434111","OFF-INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434121","OFF-LIBRARY ASSISTANTS, CLERICAL","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434131","OFF-LOAN INTERVIEWERS AND CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434141","OFF-NEW ACCOUNTS CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434XXX","OFF-CORRESPONDENCE CLERKS AND ORDER CLERKS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434161","OFF-HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434171","OFF-RECEPTIONISTS AND INFORMATION CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434181","OFF-RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","434199","OFF-INFORMATION AND RECORD CLERKS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435011","OFF-CARGO AND FREIGHT AGENTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435021","OFF-COURIERS AND MESSENGERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435030","OFF-DISPATCHERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435041","OFF-METER READERS, UTILITIES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435051","OFF-POSTAL SERVICE CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435052","OFF-POSTAL SERVICE MAIL CARRIERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435053","OFF-POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435061","OFF-PRODUCTION, PLANNING, AND EXPEDITING CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435071","OFF-SHIPPING, RECEIVING, AND TRAFFIC CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435081","OFF-STOCK CLERKS AND ORDER FILLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","435111","OFF-WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","436010","OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439011","OFF-COMPUTER OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439021","OFF-DATA ENTRY KEYERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439022","OFF-WORD PROCESSORS AND TYPISTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439041","OFF-INSURANCE CLAIMS AND POLICY PROCESSING CLERKS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439051","OFF-MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439061","OFF-OFFICE CLERKS, GENERAL","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439071","OFF-OFFICE MACHINE OPERATORS, EXCEPT COMPUTER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439081","OFF-PROOFREADERS AND COPY MARKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439111","OFF-STATISTICAL ASSISTANTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","439XXX","OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","451011","FFF-FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","452011","FFF-AGRICULTURAL INSPECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","452041","FFF-GRADERS AND SORTERS, AGRICULTURAL PRODUCTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","4520XX","FFF-MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","453000","FFF-FISHING AND HUNTING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","454011","FFF-FOREST AND CONSERVATION WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","454020","FFF-LOGGING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","471011","CON-FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472011","CON-BOILERMAKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472031","CON-CARPENTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472040","CON-CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472050","CON-CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472061","CON-CONSTRUCTION LABORERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472071","CON-PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","47207X","CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472080","CON-DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472111","CON-ELECTRICIANS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472121","CON-GLAZIERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472130","CON-INSULATION WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472140","CON-PAINTERS AND PAPERHANGERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472150","CON-PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472161","CON-PLASTERERS AND STUCCO MASONS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472181","CON-ROOFERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472211","CON-SHEET METAL WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","472221","CON-STRUCTURAL IRON AND STEEL WORKERS 472XXX .CON-BRICKMASONS, BLOCKMASONS, STONEMASONS, AND REINFORCING IRON AND REBAR WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","473010","CON-HELPERS, CONSTRUCTION TRADES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","474011","CON-CONSTRUCTION AND BUILDING INSPECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","474021","CON-ELEVATOR INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","474031","CON-FENCE ERECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","474041","CON-HAZARDOUS MATERIALS REMOVAL WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","474051","CON-HIGHWAY MAINTENANCE WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","474061","CON-RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","47XXXX","CON-MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","4750YY","EXT-DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","475021","EXT-EARTH DRILLERS, EXCEPT OIL AND GAS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","475031","EXT-EXPLOSIVES WORKERS, ORDNANCE HANDLNG EXPERTS, AND BLASTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","475040","EXT-MINING MACHINE OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","4750XX","EXT-MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","491011","RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492011","RPR-COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492020","RPR-RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492091","RPR-AVIONICS TECHNICIANS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492092","RPR-ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","49209X","RPR-ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492096","RPR-ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492097","RPR-ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","492098","RPR-SECURITY AND FIRE ALARM SYSTEMS INSTALLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493011","RPR-AIRCRAFT MECHANICS AND SERVICE TECHNICIANS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493021","RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493022","RPR-AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493023","RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493031","RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493040","RPR-HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493050","RPR-SMALL ENGINE MECHANICS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","493090","RPR-MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499010","RPR-CONTROL AND VALVE INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499021","RPR-HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499031","RPR-HOME APPLIANCE REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","49904X","RPR-INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499043","RPR-MAINTENANCE WORKERS, MACHINERY","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499044","RPR-MILLWRIGHTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499051","RPR-ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499052","RPR-TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499060","RPR-PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499071","RPR-MAINTENANCE AND REPAIR WORKERS, GENERAL","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499091","RPR-COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499094","RPR-LOCKSMITHS AND SAFE REPAIRERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499096","RPR-RIGGERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","499098","RPR-HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","4990XX","RPR-MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR WORKERS, INCLUDING WIND TURBINE SERVICE TECHNICIANS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","511011","PRD-FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","512011","PRD-AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","512020","PRD-ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","512031","PRD-ENGINE AND OTHER MACHINE ASSEMBLERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","512041","PRD-STRUCTURAL METAL FABRICATORS AND FITTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","512090","PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","513011","PRD-BAKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","513020","PRD-BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","513091","PRD-FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","513092","PRD-FOOD BATCHMAKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","513093","PRD-FOOD COOKING MACHINE OPERATORS AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","513099","PRD-FOOD PROCESSING WORKERS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514010","PRD-COMPUTER CONTROL PROGRAMMERS AND OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514021","PRD-EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514022","PRD-FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC","pus"
